index,name,artist,release_date,length,popularity,danceability
1373,Prisoner of Society,The Living End,1999,3.817766667,46,0.275
1374,Do You Believe in Magic?,The Lovin' Spoonful,1965,2.0971,68,0.553
1375,The Taste of Ink,The Used,2002,3.478216667,65,0.541
1376,Cities In Dust,Siouxsie and the Banshees,1986,3.85955,54,0.561
1377,Heaven and Hell - 2008 Remaster,Black Sabbath,1980,6.998883333,57,0.329
1378,Twist And Shout,The Isley Brothers,1962,2.59,57,0.774
1379,Police & Thieves,Junior Murvin,1977,4.068483333,58,0.932
1380,Spirit in the Night,Bruce Springsteen,1973,4.973333333,49,0.493
1381,Politik,Coldplay,2002,5.310433333,61,0.262
1382,And Your Bird Can Sing - Remastered 2009,The Beatles,1966,2.008216667,59,0.555
1383,Start Choppin',Dinosaur Jr.,1993,5.669766667,52,0.373
1384,I Got a Line on You,Spirit,1973,2.6571,31,0.433
1385,Pink Moon,Nick Drake,1972,2.05555,69,0.638
1386,The Day I Tried To Live,Soundgarden,1994,5.3351,58,0.472
1387,Nightmare,Avenged Sevenfold,2010,6.240883333,72,0.554
1388,Higher Love - Single Version,Various Artists,2020,5.504,38,0.67
1389,For No One - Remastered 2009,The Beatles,1966,1.996883333,62,0.483
1390,Everything About You,Ugly Kid Joe,1992,4.336666667,58,0.522
1391,Wynona's Big Brown Beaver,Primus,1995,4.3571,56,0.589
1392,Fields Of Gold,Sting,1993,3.704,0,0.649
1393,"William, It Was Really Nothing - 2011 Remaster",The Smiths,1984,2.193333333,53,0.517
1394,State of Love and Trust,Various Artists,1992,3.786666667,56,0.326
1395,Hitch a Ride,Boston,1976,4.19555,54,0.382
1396,Little Fluffy Clouds,The Orb,1991,4.4611,50,0.661
1397,I Can't Go For That (No Can Do) - Pomo Remix,Daryl Hall,2017,5.129883333,49,0.742
1398,Lady Writer,Dire Straits,1979,3.744433333,62,0.633
1399,Go All The Way,Raspberries,1972,3.422433333,63,0.305
1400,Life on Mars? - 2015 Remaster,David Bowie,1971,3.9331,71,0.442
1401,Still Loving You,Scorpions,2011,6.724216667,73,0.282
1402,The Ballad Of John And Yoko - Remastered 2015,The Beatles,2000,2.991333333,56,0.651
1403,Margaritaville,Jimmy Buffett,1977,4.182216667,67,0.8
1404,Blind,Korn,1994,4.304433333,64,0.283
1405,Regret - 2015 Remaster,New Order,1993,4.14955,58,0.506
1406,Hate To Say I Told You So,The Hives,2000,3.344883333,68,0.459
1407,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,1968,3.149333333,70,0.818
1408,Move on Up,Curtis Mayfield,1970,2.76315,70,0.538
1409,Powderfinger - 2016 Remaster,Neil Young,1979,5.508,50,0.482
1410,Long Time Gone - Live,"Crosby, Stills, Nash & Young",1971,5.974433333,30,0.317
1411,Warning,Green Day,2000,3.694433333,58,0.728
1412,It's Your Thing,The Isley Brothers,1969,2.82155,61,0.376
1413,The Crystal Ship,The Doors,1967,2.533333333,57,0.313
1414,The Flame,Cheap Trick,1988,5.646666667,66,0.629
1415,Pressure Man - 2015 Remaster,the feelers,1998,4.536216667,33,0.528
1416,Summertime Blues,Blue Cheer,1990,3.781766667,36,0.456
1417,Molly (16 Candles),Sponge,2011,3.691666667,47,0.459
1418,Dead Souls,Various Artists,1994,4.894883333,51,0.506
1419,He's a Rebel,The Crystals,2011,2.514883333,41,0.712
1420,Babooshka,Kate Bush,1980,3.498883333,60,0.466
1421,Glory Glory,Head Like A Hole,2011,3.523716667,35,0.526
1422,Original Prankster,The Offspring,2000,3.682433333,62,0.664
1423,Bleed It Out,Linkin Park,2007,2.772883333,73,0.529
1424,Don't Stop (Color on the Walls),Foster The People,2011,2.915333333,64,0.611
1425,Mustang Sally,Wilson Pickett,2005,3.129333333,59,0.725
1426,Englishman In New York,Sting,1987,4.454433333,72,0.674
1427,Jailbreak,AC/DC,1984,4.682666667,62,0.572
1428,Lovefool,The Cardigans,1996,3.23155,67,0.64
1429,Lyin' Eyes - 2013 Remaster,Eagles,1975,6.366633333,66,0.669
1430,No Leaf Clover - Live,Metallica,1999,5.72,53,0.246
1431,Black Metallic,Catherine Wheel,1992,7.3151,41,0.245
1432,I Melt with You,Modern English,1982,4.192883333,61,0.541
1433,Starship Trooper: Life Seeker - Single Version,Yes,1971,3.444433333,28,0.32
1434,Flesh For Fantasy - Remastered,Billy Idol,1983,4.638,50,0.66
1435,Love Is Strange,Various Artists,1987,2.888883333,56,0.57
1436,Let Down,Radiohead,1997,4.992666667,60,0.352
1437,Tales Of Brave Ulysses,Cream,1967,2.772666667,47,0.523
1438,Rock Of Ages,Def Leppard,1983,4.130466667,62,0.706
1439,Sleep Now In the Fire,Rage Against The Machine,1999,3.426666667,67,0.426
1440,I Don't Feel Like Dancin' - Radio Edit,Scissor Sisters,2006,4.144,68,0.711
1441,Round and Round,Ratt,1984,4.43155,65,0.628
1442,Rocket,Def Leppard,1987,6.613716667,54,0.521
1443,Itchycoo Park (Mono Version) - 2012 Remaster,Small Faces,1967,2.778,53,0.613
1444,Man On The Silver Mountain,Rainbow,1975,4.620433333,59,0.594
1445,Little Darlin',The Diamonds,1996,2.15555,54,0.631
1446,Last Cup of Sorrow,Faith No More,1997,4.34555,44,0.494
1447,The Voice,The Moody Blues,1981,5.276,43,0.439
1448,Wolf Like Me,TV On The Radio,2006,4.654883333,61,0.363
1449,Thieves like Us - 2011 Total Version,New Order,2011,3.94355,39,0.675
1450,Venus In Furs,The Velvet Underground,1967,5.204216667,58,0.225
1451,Freak Scene,Dinosaur Jr.,1988,3.616,46,0.29
1452,Last Train Home (Originally Performed by Lostprophets) - Vocal Version,Singer's Edge Karaoke,2013,4.091433333,4,0.574
1453,Live And Let Die,Guns N' Roses,1991,3.04555,69,0.262
1454,Centerfield,John Fogerty,2010,3.855766667,61,0.777
1455,Alex Chilton - 2008 Remaster,The Replacements,1987,3.23955,52,0.443
1456,Jokerman,Bob Dylan,1983,6.269333333,50,0.664
1457,In the City - 2013 Remaster,Eagles,1979,3.742483333,54,0.448
1458,Who Do You Love?,George Thorogood & The Destroyers,1992,4.336,57,0.524
1459,Going Up The Country,Canned Heat,1987,2.856216667,63,0.653
1460,Time Stand Still,Rush,1987,5.147766667,52,0.529
1461,For Tomorrow - 2012 Remaster,Blur,1993,4.354,49,0.631
1462,Candy's Room,Bruce Springsteen,1978,2.770666667,42,0.444
1463,Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,1996,3.951333333,61,0.336
1464,In Dreams,Roy Orbison,1963,2.819333333,57,0.495
1465,My Wife,The Who,1971,3.561333333,40,0.581
1466,My Mind's Sedate,Shihad,1999,2.899333333,21,0.478
1467,Nowhere To Run,Martha Reeves & The Vandellas,1965,3.027333333,60,0.606
1468,Dreadlock Holiday,10cc,1978,4.465766667,67,0.837
1469,Lonely Day,System Of A Down,2005,2.798433333,72,0.47
1470,Click Click Boom,Saliva,2001,4.206666667,70,0.609
1471,Carrie,Europe,1986,4.53555,71,0.455
1472,Voodoo Child (Slight Return) - Live,Stevie Ray Vaughan,2002,11.87666667,40,0.174
1473,If I Was Your Girlfriend,Prince,1987,5.028883333,48,0.87
1474,Throw Your Arms Around Me,Various Artists,2013,3.970883333,51,0.379
1475,Beginning To See The Light,The Velvet Underground,2014,4.668,36,0.591
1476,That's All - Remastered 2007,Genesis,1983,4.436216667,61,0.579
1477,Ants Marching,Dave Matthews Band,1994,4.519766667,62,0.637
1478,Blood Sugar Sex Magik,Red Hot Chili Peppers,1991,4.519333333,52,0.63
1479,Superman (It's Not Easy),Five For Fighting,2000,3.694883333,70,0.382
1480,Downfall,TRUSTcompany,2002,3.18955,59,0.31
1481,First Date,blink-182,2001,2.858883333,73,0.579
1482,Serenity,Godsmack,2007,4.574666667,48,0.684
1483,Given Up,Linkin Park,2007,3.154883333,68,0.655
1484,Travelin' Band,Creedence Clearwater Revival,1970,2.124883333,59,0.513
1485,Novocaine For The Soul,Eels,2008,3.128666667,51,0.393
1486,Remember (Walkin' In The Sand),The Shangri-Las,1996,2.302216667,52,0.285
1487,Fool To Cry - Remastered 2009,The Rolling Stones,1976,5.09,55,0.444
1488,In the Ghetto,Elvis Presley,1969,2.790216667,65,0.404
1489,Head On,The Jesus and Mary Chain,1989,4.191333333,48,0.561
1490,Roots Bloody Roots,Sepultura,1996,3.53755,61,0.428
1491,That's the Way of the World,"Earth, Wind & Fire",1975,5.758433333,57,0.586
1492,Right Here Waiting,Richard Marx,1989,4.40555,76,0.395
1493,Midnight Rambler - Live,The Rolling Stones,2020,10.34355,40,0.306
1494,Lazy,Deep Purple,1972,7.3771,41,0.356
1495,You Again - Originally By Shihad,earthtone9,2004,4.594883333,1,0.355
1496,Counting the Beat,Various Artists,2020,3.07155,21,0.414
1497,Elected,Alice Cooper,1973,4.134,38,0.295
1498,Dirty Water,The Standells,1966,2.78755,45,0.62
1499,The Seeker - Edit,The Who,1971,3.172883333,61,0.318
1500,Sisters Are Doin' It For Themselves - (Tribute to The Eurythmics & Aretha Franklin),Studio Allstars,2009,4.11955,0,0.729
1501,Seein' Red,Unwritten Law,2001,3.781766667,47,0.49
1502,Cold,Crossfade,2004,3.2371,68,0.451
1503,Shout,Tears For Fears,1985,6.5611,71,0.511
1504,I Don't Know - EP Version,The Sheepdogs,2011,3.182433333,48,0.574
1505,Detachable Penis,King Missile,1992,3.387333333,44,0.693
1506,DARE,Gorillaz,2005,4.083316667,74,0.76
1507,Reckless (Don't Be So...) - Remastered,Australian Crawl,1983,5.3998,56,0.7
1508,Holy Wars...The Punishment Due - Remastered 2004,Megadeth,1990,6.543333333,66,0.325
1509,Beautiful Dangerous (feat. Fergie),Slash,2010,4.64155,38,0.525
1510,Phasors On Stun,FM,1977,3.816,32,0.482
1511,Waiting for the Bus / Jesus Just Left for Chicago,CMH Steel,2002,6.72755,2,0.425
1512,Sara - 2015 Remaster,Fleetwood Mac,1979,4.5851,63,0.735
1513,Face Down,The Red Jumpsuit Apparatus,2006,3.2,75,0.545
1514,Optimistic,Radiohead,2000,5.266216667,54,0.403
1515,Destiny,Zero 7,2001,5.637983333,58,0.63
1516,Ain't Too Proud To Beg - Remastered,The Rolling Stones,1974,3.509333333,37,0.588
1517,Pink Cadillac - Single B-Side - 1984,Bruce Springsteen,1998,3.5511,52,0.636
1518,Lady Picture Show,Stone Temple Pilots,1996,4.1051,46,0.343
1519,The Shape I'm In - Remastered 2000,The Band,1970,4.00955,52,0.723
1520,We've Got Tonight,Bob Seger,1978,4.686883333,57,0.52
1521,Jerry Was A Racecar Driver - 2013 Mix,Primus,1991,3.18155,28,0.518
1522,Teach Your Children,"Crosby, Stills, Nash & Young",1970,2.8911,64,0.497
1523,Counting Blue Cars (Tell Me Your Thoughts On God),Various Artists,2015,4.842,46,0.462
1524,Vindicated,Dashboard Confessional,2007,3.355766667,52,0.513
1525,Wheel in the Sky,Journey,1978,4.204,63,0.441
1526,Run,Snow Patrol,2004,5.9091,64,0.371
1527,Punk Rock Girl,The Dead Milkmen,1988,2.638883333,51,0.557
1528,Neon Sunrise - Bonus Track,I Am Giant,2014,4.56155,12,0.41
1529,Bed Of Roses,Bon Jovi,1992,6.573333333,73,0.309
1530,Only the Good Die Young,Billy Joel,1977,3.926,66,0.579
1531,Poison Girl,HIM,2014,3.851716667,31,0.521
1532,Are You Experienced?,Jimi Hendrix,1967,4.260216667,49,0.403
1533,I Love It Loud,KISS,1982,4.2571,58,0.414
1534,The Good Left Undone,Rise Against,2006,3.024216667,49,0.179
1535,Shop Around,Smokey Robinson & The Miracles,1998,2.822216667,12,0.549
1536,Rid Of Me,PJ Harvey,1993,4.480433333,51,0.715
1537,A Kind Of Magic - Remastered 2011,Queen,1986,4.404216667,68,0.67
1538,Fooling Yourself (The Angry Young Man),Styx,1977,5.5311,47,0.373
1539,Kentucky Woman,Deep Purple,1968,4.742216667,32,0.343
1540,One Fine Day,The Chiffons,2004,2.13665,60,0.251
1541,Happy?,Mudvayne,2005,3.6071,68,0.546
1542,Changed the Locks,Lucinda Williams,2014,3.730883333,36,0.52
1543,Veronica,Elvis Costello,1989,3.158433333,53,0.63
1544,Mama Kin,Aerosmith,1973,4.453766667,51,0.426
1545,"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Yes,1972,18.68755,46,0.222
1546,Talk Shows on Mute,Incubus,2004,3.806666667,52,0.723
1547,Blue Monday,Orgy,1998,4.45,61,0.589
1548,The Dark End of the Street,James Carr,2013,2.566433333,45,0.508
1549,We Are The World,U.S.A. For Africa,1985,7.122216667,68,0.528
1550,When I Grow Up,Garbage,1998,3.408783333,39,0.581
1551,Love Rollercoaster,Classic Sounds,2014,4.44355,24,0.751
1552,You Might Think,The Cars,1984,3.078616667,60,0.728
1553,Get Together,The Youngbloods,1967,4.654666667,54,0.542
1554,Cornflake Girl,Tori Amos,1994,5.09155,60,0.631
1555,And We'll Defy,I Am Giant,2011,4.168666667,23,0.551
1556,Got My Mind Set On You - Remastered 2004,George Harrison,1987,3.910883333,71,0.767
1557,Something In The Air,Thunderclap Newman,1969,3.906,54,0.506
1558,Say You Love Me,Fleetwood Mac,1975,4.165766667,64,0.723
1559,Da Ya Think I'm Sexy?,Rod Stewart,1978,5.522216667,69,0.715
1560,Smokin',Boston,1976,4.356433333,63,0.197
1561,Don't Come Around Here No More,Tom Petty and the Heartbreakers,1985,5.122216667,56,0.502
1562,Only,Nine Inch Nails,2005,4.384883333,46,0.7
1563,Rollin' (Air Raid Vehicle),Limp Bizkit,2000,3.562666667,74,0.603
1564,Are You In?,Incubus,2001,4.403333333,61,0.526
1565,"April 29, 1992 (Miami)",Sublime,1996,3.89,43,0.752
1566,Bat Country,Avenged Sevenfold,2005,5.196883333,69,0.541
1567,The Promised Land,Bruce Springsteen,1978,4.474216667,48,0.568
1568,You're Beautiful,James Blunt,2005,3.49155,76,0.675
1569,The Great Gig in the Sky,Pink Floyd,1973,4.7312,66,0.275
1570,Anything Goes,Cole Porter,2011,5.804216667,49,0.617
1571,Stop! In The Name Of Love - Single Version,The Supremes,1965,2.881766667,64,0.612
1572,Psycho,The Sonics,1991,2.347766667,44,0.567
1573,This is Radio Clash,The Clash,2013,4.208,43,0.918
1574,I Get It,Chevelle,2007,3.916433333,51,0.506
1575,Ready To Fall,Rise Against,2006,3.7951,47,0.446
1576,Romeo and Juliet,Dire Straits,1980,6.02325,55,0.602
1577,Still Frame,Trapt,2002,4.518216667,50,0.445
1578,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,2008,5.601866667,65,0.516
1579,I Will Buy You A New Life,Everclear,1997,3.968883333,55,0.518
1580,Sail Away - Remastered,Randy Newman,1972,2.887766667,36,0.341
1581,Africa,TOTO,1982,4.93155,83,0.671
1582,Raise The Alarm,The Living End,2008,3.624666667,36,0.37
1583,Little Talks,Of Monsters and Men,2012,4.443333333,59,0.445
1584,Twilight Zone,Golden Earring,2008,7.968433333,57,0.656
1585,Cemetry Gates - 2011 Remaster,The Smiths,1986,2.684,54,0.55
1586,Hello It's Me,Todd Rundgren,1972,4.40155,55,0.578
1587,Not Your Fault,AWOLNATION,2011,4.041166667,54,0.597
1588,Swallowed - Remastered,Bush,1996,4.850883333,52,0.253
1589,Is She Really Going Out With Him?,Joe Jackson,1979,3.584433333,59,0.874
1590,We're Here For A Good Time (Not A Long Time),Trooper,1977,3.570883333,51,0.756
1591,Addicted,Saving Abel,2008,3.713766667,68,0.512
1592,Prime Mover (Re-Recorded Version),Zodiac Mindwarp & The Love Reaction,2009,3.198516667,17,0.459
1593,Little Black Backpack (Remastered),Stroke 9,2010,3.748983333,50,0.452
1594,Look Around,Red Hot Chili Peppers,2011,3.466666667,59,0.56
1595,No Resolution,Seether,2011,3.137283333,26,0.552
1596,No Cars Go,Arcade Fire,2007,5.7271,58,0.324
1597,No Ordinary Thing,Opshop,2005,5.456666667,34,0.508
1598,That's When I Reach For My Revolver,Mission Of Burma,1981,3.892883333,50,0.3
1599,What's This Life For,Creed,1997,4.1371,53,0.393
1600,Crazy,Willie Nelson,1962,2.88335,46,0.509
1601,Holiday in Cambodia,Dead Kennedys,1987,3.747766667,62,0.133
1602,Blue Collar Man (Long Nights),Styx,1978,4.122883333,53,0.445
1603,Changes - 2013 Remaster,Black Sabbath,1972,4.708283333,49,0.29
1604,Lakeside Park - Live,Rush,1975,4.126666667,41,0.5
1605,The Rain Song - Remaster,Led Zeppelin,1973,7.65155,62,0.336
1606,Scarlet Begonias - 2013 Remaster,Grateful Dead,1974,4.328366667,59,0.537
1607,Spinning Wheel,"Blood, Sweat & Tears",1968,4.1211,51,0.695
1608,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997,3.58555,72,0.544
1609,I'll Wait - 2015 Remaster,Van Halen,1984,4.6691,58,0.626
1610,The Trees,Rush,1978,4.708433333,48,0.445
1611,Radio Nowhere,Bruce Springsteen,2007,3.317766667,56,0.395
1612,Separate Ways (Worlds Apart),Journey,1983,5.3951,67,0.451
1613,Jack-Ass,Beck,2004,4.204666667,29,0.714
1614,Joker & The Thief - Final Hour Mix,Wolfmother,2018,2.517633333,44,0.491
1615,Please Bleed,Ben Harper And The Innocent Criminals,1999,4.6311,31,0.646
1616,Larger Than Life - Sin Sing Studio Mix,the feelers,2003,3.587766667,41,0.558
1617,Shot in the Dark,Ozzy Osbourne,1986,4.27155,62,0.581
1618,Between the Lines,Stone Temple Pilots,2010,2.843766667,36,0.46
1619,When the Children Cry,White Lion,1987,4.31,62,0.493
1620,I Will Dare,The Replacements,1984,3.290433333,47,0.456
1621,No Particular Place To Go,Chuck Berry,1964,2.716666667,62,0.596
1622,Only Wanna Be with You,Various Artists,2020,3.826433333,0,0.49
1623,Original Sin,INXS,2011,5.3091,43,0.689
1624,Sweet Thing - 1999 Remaster,Van Morrison,1968,4.425766667,63,0.518
1625,Ship of Fools,World Party,1987,4.474883333,51,0.638
1626,Ch-Check It Out,Beastie Boys,2004,3.2071,56,0.795
1627,Dreams,Allman Brothers Band,1969,7.322283333,39,0.36
1628,Walk,Pantera,1992,5.252,73,0.43
1629,Can't Hardly Wait - 2008 Remaster,The Replacements,1987,3.135766667,53,0.538
1630,Resistance,Muse,2009,5.778216667,63,0.467
1631,We Used To Be Friends,The Dandy Warhols,2003,3.332666667,55,0.712
1632,"Radio, Radio",Elvis Costello & The Attractions,1978,3.10355,47,0.595
1633,The Anthem,Good Charlotte,2002,2.918216667,74,0.494
1634,No One's Gonna Love You (Stockholm Version),Band of Horses,2018,3.810766667,59,0.599
1635,Lick It Up,KISS,1983,3.944,63,0.681
1636,Fool's Overture,Supertramp,1977,10.876,55,0.406
1637,You,Candlebox,1993,4.952883333,55,0.329
1638,Soon,My Bloody Valentine,1991,6.978433333,44,0.425
1639,Down In It,Nine Inch Nails,1989,3.773333333,46,0.64
1640,Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,1969,3.373333333,45,0.471
1641,Legendary Child,Aerosmith,2012,4.222216667,35,0.43
1642,Big Balls,AC/DC,1976,2.646216667,59,0.62
1643,Red Red Wine,UB40,2000,3.062216667,73,0.857
1644,Sister Christian,Night Ranger,1983,5.048883333,63,0.448
1645,Sugar,System Of A Down,1998,2.563333333,70,0.451
1646,Broken Home,Papa Roach,2000,3.714,49,0.577
1647,Victoria - Mono Mix,The Kinks,1969,3.66755,50,0.48
1648,She's Leaving Home - Remastered 2009,The Beatles,1967,3.586,61,0.381
1649,Bridge Burning,Foo Fighters,2011,4.774433333,57,0.42
1650,Don't Stay Home,311,2016,2.720433333,25,0.644
1651,Even The Losers,Tom Petty and the Heartbreakers,2008,3.644433333,48,0.47
1652,Easy,Faith No More,1992,3.116,68,0.506
1653,We've Only Just Begun,Carpenters,1970,3.073766667,60,0.373
1654,Achilles Last Stand - Remaster,Led Zeppelin,2007,10.51466667,45,0.329
1655,Immortality - Remastered,Pearl Jam,1994,5.3011,57,0.633
1656,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,1990,4.3131,76,0.52
1657,Y.m.c.a - Village People,Baby Land,2011,3.654083333,18,0.629
1658,It's My Life,The Animals,1965,3.126883333,46,0.551
1659,Ex-Girlfriend,No Doubt,2000,3.527766667,50,0.543
1660,Cold Shot,Stevie Ray Vaughan,1984,4.016433333,50,0.427
1661,Animal Nitrate,Suede,2010,3.477333333,28,0.243
1662,I Can't Tell You Why - 2013 Remaster,Eagles,1979,4.917483333,63,0.707
1663,The Way,Fastball,1998,4.284883333,63,0.646
1664,Joy To The World,Three Dog Night,1970,3.676216667,65,0.649
1665,Custard Pie - 1990 Remaster,Led Zeppelin,1975,4.2311,54,0.476
1666,Ready to Go,Republica,2002,5.02555,48,0.559
1667,Swing Life Away,Rise Against,2004,3.334433333,58,0.487
1668,I'm Not Okay (I Promise),My Chemical Romance,2004,3.108,74,0.21
1669,Out In The Fields In the Style of Gary Moore & Phil Lynott,Sunfly Karaoke,2009,4.634433333,1,0.53
1670,Sister Golden Hair,America,1975,3.326216667,68,0.441
1671,Man Overboard,blink-182,2000,2.778883333,56,0.218
1672,Got You (Where I Want You),The Flys,2000,4.032216667,47,0.427
1673,Blow At High Dough,The Tragically Hip,2005,4.628433333,41,0.695
1674,Sweetest Thing,U2,1987,3.075716667,65,0.524
1675,The Other Side,Aerosmith,1994,4.052216667,37,0.554
1676,Have a Drink on Me,AC/DC,1980,3.974433333,60,0.421
1677,Still Waiting,Sum 41,2002,2.64555,70,0.431
1678,Pressure and Time,Rival Sons,2011,3.27955,53,0.406
1679,"Dolly Dagger - Live In Maui, 1970",Jimi Hendrix,2020,4.8331,31,0.524
1680,Sun King - Remastered 2009,The Beatles,1969,2.437766667,56,0.483
1681,Wonderful,Everclear,2000,4.680216667,58,0.514
1682,Love Is Like Oxygen,Sweet,1993,3.792216667,42,0.567
1683,Sabbath Bloody Sabbath,Black Sabbath,1973,5.793766667,57,0.361
1684,Radio Ga Ga - Live Aid,Queen,2018,4.094666667,55,0.406
1685,Somebody to Shove,Soul Asylum,1992,3.24555,51,0.434
1686,That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,1975,3.0851,61,0.68
1687,This Is Gonna Hurt,Sixx:A.M.,2011,3.938216667,54,0.557
